time,elevation,ph,temp,sal,conductivity,oxygen,fluo
1379843440,14.9732666666667,8.03642383340586,18.603775862069,5.88381034482759,0.910172413793103,4.94633333333333,882.520574365569
1379847040,15.4360333333333,8.069107147335,18.0834591836735,8.64708163265306,1.27986734693878,4.95745161290323,931.600147910637
1379850640,16.0071666666667,8.09640208404638,17.3454642857143,13.292119047619,1.87566666666667,5.00251851851852,1018.96740767022
1379854240,16.5679,8.13661720457058,16.5740925925926,19.3359351851852,2.60024074074074,5.04339285714286,1236.45796658864
1379857840,17.0161176470588,8.19295130104927,16.2220566037736,23.134179245283,3.03862264150943,5.11081481481482,1551.97206890104
1379861440,17.2208461538462,8.25062384505368,16.3145238095238,27.1612476190476,3.52109523809524,5.17980769230769,1835.85547166254
1379865040,17.0965,8.27799776537752,16.3406346153846,28.6897307692308,3.70166346153846,5.1904,1927.48142106884
1379868640,16.6641666666667,8.248751168016,16.5076442307692,23.9277788461538,3.15317307692308,5.16445454545455,1706.28755146995
1379872240,16.0705862068966,8.18909883812336,16.5963861386139,21.1105445544554,2.81937623762376,5.0784347826087,1326.40897977844
1379875840,15.5445454545455,8.13109019931575,17.4712277227723,13.2879504950495,1.88359405940594,5.07895454545455,986.204550328635
1379879440,14.7237142857143,8.06886283712733,17.9585428571429,9.94609523809524,1.45738095238095,5.06085714285714,800.773792402486
1379883040,14.4081333333333,7.99809088811742,18.4074854368932,7.37183495145631,1.11663106796117,5.01052380952381,770.767672613878
1379886640,14.3613333333333,7.95776653838243,18.698358490566,5.59548113207547,0.869783018867925,4.99712,798.870086072498
1379890240,14.6164,7.96326056649575,18.7865344827586,4.89364655172414,0.769629310344828,4.98177142857143,789.166466153904
1379893840,15.093652173913,7.98571336722492,18.4839795918367,6.83639795918367,1.0415,4.96233333333333,769.070648948642
1379897440,15.7171666666667,8.02517201037693,17.8655566037736,10.6747830188679,1.55096226415094,4.93057575757576,829.535812980387
1379901040,16.2352333333333,8.10373405617238,17.1769756097561,15.9299430894309,2.20885365853659,4.94547368421053,1099.23237850673
1379904640,16.6266,8.1832102210903,16.7680303030303,20.5667651515152,2.76400757575758,5.07313157894737,1417.74663434871
1379908240,16.7951333333333,8.2301912550533,16.5466290322581,25.0922661290323,3.29516935483871,5.002,1526.88777309477
1379911840,16.6533,8.22989024831675,16.65932,21.975632,2.92928,5.01223684210526,1377.00203854328
1379915440,16.2945333333333,8.19058434324057,16.896488,18.135992,2.471944,4.99868421052632,1117.3763308116
1379919040,15.8183666666667,8.11989963314429,17.315824,13.711744,1.929768,4.89771052631579,875.973094139779
1379922640,15.3848,8.04202879533605,17.690232,10.142008,1.47656,4.89607894736842,749.968793343618
1379926240,15.0933333333333,7.98922845364136,18.004504,8.359336,1.242464,4.96092105263158,783.621993064153
1379929840,15.0704666666667,7.98673556038011,18.3612721518987,6.65870253164557,1.01545569620253,4.99142105263158,896.311486318473
1379933440,15.3605,8.02414757733493,18.4776,5.926656,0.913752,4.98489473684211,948.580638877209
1379937040,15.8011,8.06935471575693,17.84,10.5613524590164,1.53405737704918,4.94639473684211,994.627709793254
1379940640,16.3165,8.1177137052688,17.4237623762376,14.4345841584158,2.02950495049505,4.93918421052632,1120.37751539236
1379944240,16.7625333333333,8.16803051426094,17.1050625,18.8586607142857,2.57301785714286,5.03486842105263,1351.73278195204
1379947840,17.0670666666667,8.20108481693175,16.7982627118644,22.769313559322,3.03458474576271,5.10610810810811,1568.29679020179
1379951440,17.1367058823529,8.21378607425603,16.701488,24.035648,3.18048,5.06727272727273,1601.89126485232
1379955040,16.8884761904762,8.21895602127384,16.8201711711712,22.6194774774775,3.01595495495495,5.10276,1460.87625085396
1379958640,16.3916896551724,8.21154130733884,17.3406181818182,17.4039181818182,2.40471818181818,5.16877777777778,1246.17734517584
1379962240,15.8028,8.18549365995274,17.5663148148148,14.3407685185185,2.01969444444444,5.14248,1027.43710526043
1379965840,15.2045333333333,8.13407902075719,17.9840517241379,9.39294827586207,1.38409482758621,5.14527586206897,834.237251211557
1379969440,14.7362,8.06803166186559,18.177850877193,7.81778947368421,1.17340350877193,5.07351851851852,751.807310982925
1379973040,14.4986428571429,8.00818044442822,18.3873409090909,6.24684090909091,0.957075757575758,4.99738709677419,774.179213063627
1379976640,14.4934333333333,7.99059497247797,18.42192,5.561544,0.860072,4.98318421052632,785.047568933257
1379980240,14.8154666666667,8.01524174611388,18.4536470588235,4.78059663865546,0.747613445378151,4.99716666666667,772.707687067405
