time[YYYY-MM-DD hh:mm:ss PST], water_salinity, water_electrical_conductivity, water_temperature
"2013/09/04 12:05:36", 24.917, 3.209, 15.654
"2013/09/04 12:05:41", 24.884, 3.206, 15.663
"2013/09/04 12:05:46", 24.793, 3.197, 15.685
"2013/09/04 12:05:51", 24.921, 3.212, 15.697
"2013/09/04 12:05:56", 25.043, 3.224, 15.663
"2013/09/04 12:06:01", 24.909, 3.208, 15.657
"2013/09/04 12:08:31", 24.865, 3.203, 15.660
"2013/09/04 12:08:36", 25.001, 3.219, 15.660
"2013/09/04 12:08:41", 25.045, 3.224, 15.655
"2013/09/04 12:08:46", 25.028, 3.222, 15.654
"2013/09/04 12:08:51", 25.121, 3.232, 15.645
"2013/09/04 12:08:56", 25.383, 3.260, 15.611
"2013/09/04 12:09:01", 25.422, 3.262, 15.577
"2013/09/04 12:11:36", 25.414, 3.263, 15.604
"2013/09/04 12:11:41", 25.420, 3.262, 15.581
"2013/09/04 12:11:46", 25.308, 3.250, 15.591
"2013/09/04 12:11:51", 25.437, 3.264, 15.578
"2013/09/04 12:11:56", 25.053, 3.219, 15.579
"2013/09/04 12:12:01", 25.341, 3.255, 15.608
"2013/09/04 12:17:36", 25.977, 3.312, 15.394
"2013/09/04 12:17:41", 26.107, 3.327, 15.389
"2013/09/04 12:17:46", 26.142, 3.330, 15.371
"2013/09/04 12:17:51", 26.158, 3.331, 15.362
"2013/09/04 12:17:56", 26.236, 3.339, 15.351
"2013/09/04 12:18:01", 26.123, 3.326, 15.347
"2013/09/04 12:23:36", 26.658, 3.379, 15.246
"2013/09/04 12:23:41", 26.480, 3.360, 15.256
"2013/09/04 12:23:46", 26.489, 3.363, 15.285
"2013/09/04 12:23:56", 26.574, 3.371, 15.260
"2013/09/04 12:24:01", 26.495, 3.363, 15.272
"2013/09/04 12:26:36", 26.653, 3.378, 15.236
"2013/09/04 12:26:41", 26.605, 3.373, 15.247
"2013/09/04 12:26:46", 26.524, 3.366, 15.271
"2013/09/04 12:26:56", 26.543, 3.369, 15.283
"2013/09/04 12:27:01", 26.560, 3.370, 15.279
"2013/09/04 12:29:36", 26.415, 3.354, 15.280
"2013/09/04 12:29:41", 26.458, 3.359, 15.275
"2013/09/04 12:29:46", 26.455, 3.359, 15.284
"2013/09/04 12:29:56", 26.487, 3.362, 15.281
"2013/09/04 12:30:01", 26.407, 3.353, 15.285
"2013/09/04 12:32:36", 26.358, 3.347, 15.279
"2013/09/04 12:32:41", 26.402, 3.352, 15.271
"2013/09/04 12:32:46", 26.370, 3.349, 15.285
"2013/09/04 12:32:56", 26.513, 3.366, 15.287
"2013/09/04 12:33:01", 26.527, 3.365, 15.252
"2013/09/04 12:35:36", 26.384, 3.348, 15.248
"2013/09/04 12:35:41", 26.345, 3.345, 15.274
"2013/09/04 12:35:46", 26.314, 3.344, 15.303
"2013/09/04 12:35:51", 26.362, 3.349, 15.300
"2013/09/04 12:35:56", 26.392, 3.353, 15.299
"2013/09/04 12:36:01", 26.438, 3.357, 15.285
"2013/09/04 12:38:36", 26.267, 3.341, 15.334
"2013/09/04 12:38:41", 26.307, 3.347, 15.353
"2013/09/04 12:38:46", 26.283, 3.345, 15.363
"2013/09/04 12:38:51", 26.234, 3.340, 15.369
"2013/09/04 12:38:56", 26.202, 3.337, 15.375
"2013/09/04 12:39:01", 26.219, 3.339, 15.373
"2013/09/04 12:39:06", 26.267, 3.343, 15.359
"2013/09/04 12:39:11", 26.234, 3.338, 15.345
"2013/09/04 12:39:16", 26.316, 3.347, 15.341
"2013/09/04 12:39:21", 26.346, 3.349, 15.318
"2013/09/04 12:39:26", 26.293, 3.342, 15.311
"2013/09/04 12:39:31", 26.196, 3.332, 15.325
"2013/09/04 12:39:36", 26.224, 3.336, 15.337
"2013/09/04 12:39:41", 26.272, 3.341, 15.327
"2013/09/04 12:39:46", 26.221, 3.335, 15.326
"2013/09/04 12:39:56", 26.173, 3.331, 15.345
"2013/09/04 12:40:01", 26.251, 3.339, 15.334
"2013/09/04 12:41:36", 26.218, 3.339, 15.376
"2013/09/04 12:41:41", 26.158, 3.334, 15.405
"2013/09/04 12:41:46", 26.257, 3.347, 15.426
"2013/09/04 12:41:51", 26.353, 3.356, 15.397
"2013/09/04 12:41:56", 26.217, 3.339, 15.386
"2013/09/04 12:42:01", 26.159, 3.334, 15.400
"2013/09/04 12:44:36", 26.154, 3.332, 15.384
"2013/09/04 12:44:41", 26.046, 3.320, 15.397
"2013/09/04 12:44:46", 25.858, 3.303, 15.446
"2013/09/04 12:44:51", 25.966, 3.316, 15.465
"2013/09/04 12:44:56", 25.992, 3.318, 15.446
"2013/09/04 12:45:01", 25.939, 3.312, 15.448
"2013/09/04 12:47:31", 25.790, 3.297, 15.475
"2013/09/04 12:47:36", 25.750, 3.294, 15.496
"2013/09/04 12:47:41", 25.715, 3.291, 15.516
"2013/09/04 12:47:46", 25.780, 3.300, 15.537
"2013/09/04 12:47:51", 25.698, 3.291, 15.538
"2013/09/04 12:47:56", 25.674, 3.289, 15.549
"2013/09/04 12:48:01", 25.690, 3.291, 15.553
"2013/09/04 12:50:31", 25.739, 3.289, 15.453
"2013/09/04 12:50:36", 25.703, 3.288, 15.485
"2013/09/04 12:50:41", 25.714, 3.291, 15.513
"2013/09/04 12:50:46", 25.717, 3.292, 15.525
"2013/09/04 12:50:51", 25.631, 3.284, 15.547
"2013/09/04 12:50:56", 25.793, 3.302, 15.546
"2013/09/04 12:51:01", 25.904, 3.312, 15.507
"2013/09/04 12:53:31", 25.531, 3.268, 15.484
"2013/09/04 12:53:36", 25.521, 3.269, 15.515
"2013/09/04 12:53:41", 25.491, 3.267, 15.537
"2013/09/04 12:53:46", 25.475, 3.267, 15.558
"2013/09/04 12:53:51", 25.425, 3.261, 15.556
"2013/09/04 12:53:56", 25.513, 3.271, 15.556
"2013/09/04 12:54:01", 25.548, 3.274, 15.537
"2013/09/04 12:56:31", 25.225, 3.242, 15.618
"2013/09/04 12:56:36", 25.222, 3.243, 15.635
"2013/09/04 12:56:41", 25.161, 3.237, 15.649
"2013/09/04 12:56:46", 25.106, 3.232, 15.676
"2013/09/04 12:56:51", 25.071, 3.229, 15.690
"2013/09/04 12:56:56", 25.070, 3.230, 15.697
"2013/09/04 12:57:01", 25.158, 3.240, 15.691
"2013/09/04 12:59:36", 25.483, 3.272, 15.617
"2013/09/04 12:59:41", 25.498, 3.274, 15.619
"2013/09/04 12:59:46", 25.505, 3.274, 15.610
"2013/09/04 12:59:56", 25.571, 3.281, 15.607
"2013/09/04 13:00:01", 25.633, 3.287, 15.588
"2013/09/04 13:02:36", 23.723, 3.090, 15.952
"2013/09/04 13:02:41", 23.617, 3.080, 15.985
"2013/09/04 13:02:46", 23.421, 3.060, 16.029
"2013/09/04 13:02:56", 23.216, 3.041, 16.105
"2013/09/04 13:03:01", 23.230, 3.044, 16.130
"2013/09/04 13:05:31", 24.012, 3.128, 16.009
"2013/09/04 13:05:36", 23.930, 3.118, 16.005
"2013/09/04 13:05:41", 23.598, 3.082, 16.041
"2013/09/04 13:05:46", 23.381, 3.061, 16.115
"2013/09/04 13:05:51", 23.356, 3.060, 16.147
"2013/09/04 13:05:56", 23.312, 3.056, 16.166
"2013/09/04 13:06:01", 23.277, 3.054, 16.191
"2013/09/04 13:08:31", 22.690, 2.991, 16.290
"2013/09/04 13:08:36", 22.521, 2.974, 16.338
"2013/09/04 13:08:41", 22.459, 2.969, 16.381
"2013/09/04 13:08:46", 22.701, 2.999, 16.391
"2013/09/04 13:08:51", 22.815, 3.011, 16.362
"2013/09/04 13:08:56", 22.869, 3.016, 16.349
"2013/09/04 13:09:01", 23.060, 3.038, 16.333
"2013/09/04 13:11:36", 22.725, 2.999, 16.356
"2013/09/04 13:11:41", 22.673, 2.994, 16.374
"2013/09/04 13:11:46", 22.725, 3.002, 16.395
"2013/09/04 13:11:51", 22.806, 3.011, 16.391
"2013/09/04 13:11:56", 22.930, 3.025, 16.374
"2013/09/04 13:12:01", 22.828, 3.012, 16.365
"2013/09/04 13:14:31", 22.906, 3.017, 16.293
"2013/09/04 13:14:36", 22.920, 3.020, 16.318
"2013/09/04 13:14:41", 22.885, 3.017, 16.334
"2013/09/04 13:14:46", 22.720, 2.999, 16.362
"2013/09/04 13:14:51", 22.745, 3.004, 16.386
"2013/09/04 13:14:56", 22.743, 3.004, 16.388
"2013/09/04 13:15:01", 22.892, 3.021, 16.381
"2013/09/04 13:17:36", 23.104, 3.039, 16.276
"2013/09/04 13:17:41", 23.242, 3.057, 16.300
"2013/09/04 13:17:46", 23.358, 3.070, 16.286
"2013/09/04 13:17:51", 23.288, 3.061, 16.267
"2013/09/04 13:17:56", 23.175, 3.047, 16.270
"2013/09/04 13:18:01", 23.237, 3.055, 16.279
"2013/09/04 13:23:36", 22.146, 2.945, 16.579
"2013/09/04 13:23:41", 22.003, 2.930, 16.612
"2013/09/04 13:23:46", 22.004, 2.932, 16.642
"2013/09/04 13:23:51", 21.885, 2.918, 16.652
"2013/09/04 13:23:56", 21.865, 2.917, 16.676
"2013/09/04 13:24:01", 21.899, 2.922, 16.681
"2013/09/04 13:26:36", 21.929, 2.924, 16.664
"2013/09/04 13:26:41", 21.952, 2.927, 16.672
"2013/09/04 13:26:46", 21.986, 2.932, 16.674
"2013/09/04 13:26:51", 21.935, 2.926, 16.678
"2013/09/04 13:26:56", 21.905, 2.923, 16.683
"2013/09/04 13:27:01", 21.853, 2.917, 16.691
"2013/09/04 13:29:31", 21.454, 2.871, 16.731
"2013/09/04 13:29:36", 21.409, 2.867, 16.760
"2013/09/04 13:29:41", 21.375, 2.865, 16.784
"2013/09/04 13:29:46", 21.341, 2.862, 16.806
"2013/09/04 13:29:51", 21.306, 2.859, 16.818
"2013/09/04 13:29:56", 21.369, 2.866, 16.822
"2013/09/04 13:30:01", 21.299, 2.858, 16.823
"2013/09/04 13:32:36", 21.087, 2.834, 16.857
"2013/09/04 13:32:41", 21.132, 2.840, 16.860
"2013/09/04 13:32:46", 21.144, 2.842, 16.866
"2013/09/04 13:32:51", 21.050, 2.831, 16.872
"2013/09/04 13:32:56", 20.978, 2.823, 16.893
"2013/09/04 13:33:01", 21.087, 2.837, 16.894
"2013/09/04 13:35:36", 21.168, 2.845, 16.875
"2013/09/04 13:35:41", 21.214, 2.851, 16.876
"2013/09/04 13:35:46", 21.246, 2.855, 16.880
"2013/09/04 13:35:51", 21.339, 2.866, 16.869
"2013/09/04 13:35:56", 21.419, 2.874, 16.851
"2013/09/04 13:36:01", 21.326, 2.863, 16.842
"2013/09/04 13:38:31", 21.495, 2.878, 16.757
"2013/09/04 13:38:36", 21.403, 2.866, 16.758
"2013/09/04 13:38:41", 21.265, 2.852, 16.792
"2013/09/04 13:38:46", 21.221, 2.848, 16.811
"2013/09/04 13:38:51", 21.061, 2.830, 16.833
"2013/09/04 13:39:01", 21.169, 2.844, 16.848
"2013/09/04 13:39:06", 21.215, 2.849, 16.842
"2013/09/04 13:39:11", 21.017, 2.825, 16.849
"2013/09/04 13:39:16", 20.956, 2.819, 16.866
"2013/09/04 13:39:21", 20.687, 2.788, 16.900
"2013/09/04 13:39:26", 20.796, 2.803, 16.926
"2013/09/04 13:39:31", 20.745, 2.797, 16.929
"2013/09/04 13:39:36", 20.842, 2.809, 16.927
"2013/09/04 13:39:41", 20.789, 2.802, 16.926
"2013/09/04 13:39:46", 20.872, 2.813, 16.930
"2013/09/04 13:39:51", 20.948, 2.821, 16.916
"2013/09/04 13:39:56", 21.125, 2.841, 16.897
"2013/09/04 13:40:01", 21.211, 2.850, 16.871
"2013/09/04 13:41:31", 20.761, 2.801, 16.966
"2013/09/04 13:41:36", 20.777, 2.805, 16.990
"2013/09/04 13:41:41", 20.745, 2.802, 17.005
"2013/09/04 13:41:46", 20.628, 2.789, 17.034
"2013/09/04 13:41:51", 20.596, 2.786, 17.044
"2013/09/04 13:41:56", 20.461, 2.770, 17.057
"2013/09/04 13:42:01", 20.366, 2.760, 17.083
"2013/09/04 13:44:31", 20.196, 2.736, 17.040
"2013/09/04 13:44:36", 20.313, 2.752, 17.062
"2013/09/04 13:44:41", 20.193, 2.738, 17.080
"2013/09/04 13:44:46", 20.171, 2.738, 17.111
"2013/09/04 13:44:51", 20.109, 2.731, 17.126
"2013/09/04 13:44:56", 20.125, 2.734, 17.145
"2013/09/04 13:45:01", 19.865, 2.703, 17.165
"2013/09/04 13:47:31", 20.029, 2.719, 17.086
"2013/09/04 13:47:36", 20.002, 2.717, 17.110
"2013/09/04 13:47:41", 20.031, 2.722, 17.136
"2013/09/04 13:47:46", 20.042, 2.723, 17.134
"2013/09/04 13:47:51", 19.999, 2.718, 17.143
"2013/09/04 13:47:56", 20.123, 2.734, 17.154
"2013/09/04 13:48:01", 20.099, 2.730, 17.139
"2013/09/04 13:50:31", 19.821, 2.695, 17.118
"2013/09/04 13:50:36", 19.911, 2.707, 17.134
"2013/09/04 13:50:41", 20.158, 2.737, 17.128
"2013/09/04 13:50:46", 20.119, 2.731, 17.106
"2013/09/04 13:50:51", 19.961, 2.712, 17.116
"2013/09/04 13:50:56", 19.887, 2.705, 17.144
"2013/09/04 13:51:01", 19.682, 2.681, 17.181
"2013/09/04 13:53:31", 19.216, 2.626, 17.217
"2013/09/04 13:53:36", 19.280, 2.637, 17.271
"2013/09/04 13:53:41", 19.318, 2.642, 17.286
"2013/09/04 13:53:46", 19.518, 2.667, 17.278
"2013/09/04 13:53:51", 19.421, 2.655, 17.279
"2013/09/04 13:53:56", 19.523, 2.667, 17.268
"2013/09/04 13:54:01", 19.719, 2.690, 17.253
"2013/09/04 13:56:31", 19.281, 2.641, 17.344
"2013/09/04 13:56:36", 19.535, 2.672, 17.336
"2013/09/04 13:56:41", 19.683, 2.686, 17.264
"2013/09/04 13:56:46", 19.835, 2.705, 17.259
"2013/09/04 13:56:51", 19.693, 2.687, 17.252
"2013/09/04 13:56:56", 19.606, 2.676, 17.253
"2013/09/04 13:57:01", 19.598, 2.677, 17.278
"2013/09/04 13:59:36", 19.658, 2.683, 17.252
"2013/09/04 13:59:41", 19.573, 2.674, 17.277
"2013/09/04 13:59:46", 19.873, 2.711, 17.276
"2013/09/04 13:59:51", 19.970, 2.720, 17.224
"2013/09/04 13:59:56", 19.639, 2.680, 17.243
"2013/09/04 14:00:01", 19.424, 2.657, 17.305
"2013/09/04 14:02:36", 19.648, 2.675, 17.149
"2013/09/04 14:02:41", 19.325, 2.637, 17.188
"2013/09/04 14:02:46", 18.904, 2.592, 17.311
"2013/09/04 14:02:51", 18.758, 2.578, 17.375
"2013/09/04 14:02:56", 18.884, 2.596, 17.429
"2013/09/04 14:03:01", 19.097, 2.622, 17.411
"2013/09/04 14:05:31", 19.321, 2.648, 17.373
"2013/09/04 14:05:36", 19.230, 2.636, 17.364
"2013/09/04 14:05:41", 19.165, 2.630, 17.400
"2013/09/04 14:05:46", 18.962, 2.607, 17.440
"2013/09/04 14:05:51", 18.737, 2.582, 17.495
"2013/09/04 14:05:56", 18.735, 2.584, 17.545
"2013/09/04 14:06:01", 18.782, 2.590, 17.544
"2013/09/04 14:08:31", 17.864, 2.483, 17.693
"2013/09/04 14:08:36", 18.039, 2.507, 17.728
"2013/09/04 14:08:41", 18.155, 2.520, 17.705
"2013/09/04 14:08:46", 17.904, 2.490, 17.737
"2013/09/04 14:08:51", 17.794, 2.479, 17.788
"2013/09/04 14:08:56", 18.109, 2.519, 17.777
"2013/09/04 14:09:01", 18.059, 2.511, 17.747
"2013/09/04 14:11:31", 17.456, 2.435, 17.764
"2013/09/04 14:11:36", 17.374, 2.427, 17.814
"2013/09/04 14:11:41", 17.401, 2.433, 17.851
"2013/09/04 14:11:46", 17.241, 2.414, 17.882
"2013/09/04 14:11:51", 17.082, 2.396, 17.928
"2013/09/04 14:11:56", 17.078, 2.397, 17.964
"2013/09/04 14:12:01", 17.163, 2.409, 17.977
"2013/09/04 14:14:31", 17.105, 2.397, 17.886
"2013/09/04 14:14:36", 17.130, 2.403, 17.940
"2013/09/04 14:14:41", 17.242, 2.418, 17.947
"2013/09/04 14:14:46", 17.357, 2.432, 17.942
"2013/09/04 14:14:51", 17.181, 2.410, 17.961
"2013/09/04 14:14:56", 17.102, 2.401, 17.976
"2013/09/04 14:15:01", 16.844, 2.371, 18.032
"2013/09/04 14:17:31", 17.324, 2.425, 17.893
"2013/09/04 14:17:36", 17.164, 2.407, 17.930
"2013/09/04 14:17:41", 17.044, 2.394, 17.974
"2013/09/04 14:17:46", 17.333, 2.431, 17.991
"2013/09/04 14:17:51", 16.926, 2.379, 17.990
"2013/09/04 14:17:56", 16.991, 2.391, 18.048
"2013/09/04 14:18:01", 17.019, 2.394, 18.043
"2013/09/04 14:23:31", 16.551, 2.332, 18.007
"2013/09/04 14:23:36", 16.491, 2.327, 18.060
"2013/09/04 14:23:41", 16.201, 2.292, 18.113
"2013/09/04 14:23:46", 16.078, 2.279, 18.178
"2013/09/04 14:23:51", 16.490, 2.333, 18.182
"2013/09/04 14:23:56", 16.436, 2.324, 18.132
"2013/09/04 14:24:01", 16.449, 2.326, 18.138
"2013/09/04 14:26:31", 16.472, 2.323, 18.036
"2013/09/04 14:26:36", 16.548, 2.334, 18.055
"2013/09/04 14:26:41", 16.612, 2.343, 18.072
"2013/09/04 14:26:46", 16.276, 2.302, 18.120
"2013/09/04 14:26:51", 16.189, 2.294, 18.181
"2013/09/04 14:26:56", 16.675, 2.356, 18.165
"2013/09/04 14:27:01", 16.564, 2.339, 18.119
"2013/09/04 14:29:31", 16.950, 2.382, 17.979
"2013/09/04 14:29:36", 16.662, 2.347, 18.023
"2013/09/04 14:29:41", 16.458, 2.324, 18.096
"2013/09/04 14:29:46", 16.484, 2.331, 18.147
"2013/09/04 14:29:51", 16.606, 2.347, 18.156
"2013/09/04 14:29:56", 16.410, 2.321, 18.155
"2013/09/04 14:30:01", 16.330, 2.314, 18.220
"2013/09/04 14:32:31", 16.515, 2.334, 18.131
"2013/09/04 14:32:36", 16.269, 2.304, 18.167
"2013/09/04 14:32:41", 16.092, 2.284, 18.234
"2013/09/04 14:32:46", 15.832, 2.253, 18.281
"2013/09/04 14:32:51", 15.770, 2.248, 18.350
"2013/09/04 14:32:56", 16.048, 2.285, 18.363
"2013/09/04 14:33:01", 16.082, 2.287, 18.317
"2013/09/04 14:35:31", 16.446, 2.326, 18.163
"2013/09/04 14:35:36", 16.105, 2.284, 18.194
"2013/09/04 14:35:41", 15.980, 2.272, 18.280
"2013/09/04 14:35:46", 16.219, 2.303, 18.286
"2013/09/04 14:35:51", 16.326, 2.316, 18.259
"2013/09/04 14:35:56", 16.146, 2.293, 18.277
"2013/09/04 14:36:01", 16.094, 2.288, 18.306
"2013/09/04 14:38:31", 16.855, 2.371, 18.012
"2013/09/04 14:38:36", 16.539, 2.334, 18.072
"2013/09/04 14:38:41", 16.649, 2.349, 18.103
"2013/09/04 14:38:46", 16.562, 2.340, 18.141
"2013/09/04 14:38:51", 16.586, 2.344, 18.152
"2013/09/04 14:38:56", 16.613, 2.347, 18.147
"2013/09/04 14:39:01", 16.495, 2.333, 18.174
"2013/09/04 14:39:06", 16.492, 2.334, 18.190
"2013/09/04 14:39:11", 16.516, 2.337, 18.202
"2013/09/04 14:39:16", 16.586, 2.346, 18.201
"2013/09/04 14:39:21", 16.511, 2.337, 18.199
"2013/09/04 14:39:26", 16.535, 2.340, 18.207
"2013/09/04 14:39:31", 16.533, 2.339, 18.191
"2013/09/04 14:39:36", 16.254, 2.304, 18.217
"2013/09/04 14:39:41", 16.392, 2.324, 18.244
"2013/09/04 14:39:46", 16.298, 2.311, 18.246
"2013/09/04 14:39:51", 16.488, 2.335, 18.232
"2013/09/04 14:39:56", 16.497, 2.335, 18.200
"2013/09/04 14:40:01", 16.518, 2.338, 18.204
"2013/09/04 14:41:31", 16.532, 2.339, 18.189
"2013/09/04 14:41:36", 16.510, 2.337, 18.208
"2013/09/04 14:41:41", 16.729, 2.365, 18.202
"2013/09/04 14:41:46", 16.389, 2.321, 18.207
"2013/09/04 14:41:51", 16.312, 2.315, 18.269
"2013/09/04 14:41:56", 16.283, 2.312, 18.290
"2013/09/04 14:42:01", 16.565, 2.347, 18.272
"2013/09/04 14:44:31", 16.411, 2.321, 18.144
"2013/09/04 14:44:36", 16.449, 2.328, 18.190
"2013/09/04 14:44:41", 16.621, 2.350, 18.183
"2013/09/04 14:44:46", 16.850, 2.379, 18.166
"2013/09/04 14:44:51", 16.989, 2.395, 18.128
"2013/09/04 14:44:56", 16.831, 2.373, 18.107
"2013/09/04 14:45:01", 16.816, 2.373, 18.136
"2013/09/04 14:47:31", 16.538, 2.334, 18.074
"2013/09/04 14:47:36", 16.487, 2.331, 18.146
"2013/09/04 14:47:41", 16.747, 2.365, 18.149
"2013/09/04 14:47:46", 16.677, 2.355, 18.138
"2013/09/04 14:47:51", 16.608, 2.347, 18.154
"2013/09/04 14:47:56", 16.696, 2.358, 18.155
"2013/09/04 14:48:01", 16.690, 2.357, 18.153
"2013/09/04 14:50:31", 17.004, 2.387, 17.954
"2013/09/04 14:50:36", 16.894, 2.377, 18.015
"2013/09/04 14:50:41", 16.944, 2.384, 18.044
"2013/09/04 14:50:46", 16.814, 2.368, 18.058
"2013/09/04 14:50:51", 16.687, 2.355, 18.108
"2013/09/04 14:50:56", 16.763, 2.365, 18.118
"2013/09/04 14:51:01", 16.765, 2.366, 18.125
"2013/09/04 14:53:31", 16.809, 2.368, 18.069
"2013/09/04 14:53:36", 16.795, 2.368, 18.095
"2013/09/04 14:53:41", 16.807, 2.370, 18.107
"2013/09/04 14:53:46", 16.882, 2.380, 18.110
"2013/09/04 14:53:51", 16.884, 2.380, 18.110
"2013/09/04 14:53:56", 16.866, 2.378, 18.109
"2013/09/04 14:54:01", 16.786, 2.368, 18.123
"2013/09/04 14:56:31", 16.638, 2.353, 18.202
"2013/09/04 14:56:36", 16.637, 2.355, 18.231
"2013/09/04 14:56:41", 16.660, 2.357, 18.225
"2013/09/04 14:56:46", 16.462, 2.333, 18.259
"2013/09/04 14:56:51", 16.516, 2.342, 18.284
"2013/09/04 14:56:56", 16.591, 2.352, 18.291
"2013/09/04 14:57:01", 16.596, 2.351, 18.270
"2013/09/04 14:59:31", 16.265, 2.306, 18.214
"2013/09/04 14:59:36", 16.647, 2.356, 18.236
"2013/09/04 14:59:41", 16.435, 2.328, 18.217
"2013/09/04 14:59:46", 16.354, 2.320, 18.264
"2013/09/04 14:59:51", 16.293, 2.313, 18.285
"2013/09/04 14:59:56", 16.253, 2.308, 18.301
"2013/09/04 15:00:01", 16.269, 2.310, 18.295
"2013/09/04 15:02:36", 15.939, 2.263, 18.209
"2013/09/04 15:02:41", 15.741, 2.240, 18.262
"2013/09/04 15:02:46", 15.750, 2.243, 18.308
"2013/09/04 15:02:51", 15.673, 2.235, 18.333
"2013/09/04 15:02:56", 15.614, 2.229, 18.370
"2013/09/04 15:03:01", 15.714, 2.242, 18.368
"2013/09/04 15:05:31", 16.026, 2.281, 18.334
