time[YYYY-MM-DD hh:mm:ss PST], q_yield, fm, fo
"2013/10/06 01:29:55", 0.418, 1721.000, 1000.000
"2013/10/06 01:29:59", 0.431, 1666.000, 947.000
"2013/10/06 01:32:40", 0.418, 1636.000, 952.000
"2013/10/06 01:32:44", 0.459, 1794.000, 970.000
"2013/10/06 01:32:48", 0.445, 1695.000, 940.000
"2013/10/06 01:32:51", 0.430, 1660.000, 945.000
"2013/10/06 01:32:55", 0.426, 1702.000, 976.000
"2013/10/06 01:32:59", 0.415, 1710.000, 1000.000
"2013/10/06 01:35:39", 0.392, 1705.000, 1035.000
"2013/10/06 01:35:43", 0.436, 1690.000, 953.000
"2013/10/06 01:35:46", 0.432, 1717.000, 974.000
"2013/10/06 01:35:50", 0.429, 1687.000, 963.000
"2013/10/06 01:35:54", 0.456, 1744.000, 948.000
"2013/10/06 01:35:57", 0.424, 1656.000, 953.000
"2013/10/06 01:38:41", 0.475, 1793.000, 941.000
"2013/10/06 01:38:45", 0.400, 1620.000, 971.000
"2013/10/06 01:38:48", 0.405, 1606.000, 955.000
"2013/10/06 01:38:52", 0.459, 1671.000, 904.000
"2013/10/06 01:38:56", 0.412, 1648.000, 969.000
"2013/10/06 01:38:59", 0.435, 1650.000, 932.000
"2013/10/06 01:39:03", 0.469, 1792.000, 951.000
"2013/10/06 01:39:07", 0.464, 1716.000, 919.000
"2013/10/06 01:39:10", 0.442, 1708.000, 953.000
"2013/10/06 01:39:14", 0.440, 1710.000, 956.000
"2013/10/06 01:39:18", 0.447, 1704.000, 942.000
"2013/10/06 01:39:21", 0.459, 1766.000, 954.000
"2013/10/06 01:39:25", 0.411, 1678.000, 987.000
"2013/10/06 01:39:28", 0.443, 1685.000, 938.000
"2013/10/06 01:39:32", 0.424, 1636.000, 941.000
"2013/10/06 01:39:36", 0.445, 1718.000, 953.000
"2013/10/06 01:39:39", 0.433, 1681.000, 952.000
"2013/10/06 01:39:43", 0.470, 1735.000, 918.000
"2013/10/06 01:39:47", 0.419, 1609.000, 934.000
"2013/10/06 01:39:50", 0.420, 1645.000, 953.000
"2013/10/06 01:39:54", 0.446, 1707.000, 945.000
"2013/10/06 01:39:58", 0.467, 1733.000, 922.000
"2013/10/06 01:41:41", 0.446, 1744.000, 965.000
"2013/10/06 01:41:44", 0.413, 1660.000, 974.000
"2013/10/06 01:41:48", 0.427, 1685.000, 965.000
"2013/10/06 01:41:52", 0.443, 1719.000, 957.000
"2013/10/06 01:41:55", 0.416, 1602.000, 934.000
"2013/10/06 01:41:59", 0.435, 1650.000, 932.000
"2013/10/06 01:44:39", 0.439, 1657.000, 929.000
"2013/10/06 01:44:43", 0.420, 1571.000, 911.000
"2013/10/06 01:44:46", 0.416, 1659.000, 968.000
"2013/10/06 01:44:50", 0.434, 1666.000, 942.000
"2013/10/06 01:44:54", 0.467, 1788.000, 953.000
"2013/10/06 01:44:57", 0.474, 1767.000, 928.000
"2013/10/06 01:47:41", 0.448, 1715.000, 945.000
"2013/10/06 01:47:45", 0.420, 1613.000, 935.000
"2013/10/06 01:47:49", 0.435, 1666.000, 940.000
"2013/10/06 01:47:52", 0.459, 1691.000, 914.000
"2013/10/06 01:47:56", 0.442, 1746.000, 974.000
"2013/10/06 01:47:59", 0.471, 1698.000, 898.000
"2013/10/06 01:50:43", 0.431, 1661.000, 945.000
"2013/10/06 01:50:47", 0.420, 1694.000, 982.000
"2013/10/06 01:50:51", 0.448, 1740.000, 960.000
"2013/10/06 01:50:54", 0.439, 1744.000, 978.000
"2013/10/06 01:50:58", 0.420, 1732.000, 1003.000
"2013/10/06 01:53:39", 0.408, 1661.000, 983.000
"2013/10/06 01:53:43", 0.400, 1695.000, 1017.000
"2013/10/06 01:53:47", 0.416, 1675.000, 978.000
"2013/10/06 01:53:50", 0.428, 1681.000, 961.000
"2013/10/06 01:53:54", 0.446, 1705.000, 943.000
"2013/10/06 01:53:57", 0.425, 1701.000, 977.000
"2013/10/06 01:56:41", 0.418, 1647.000, 957.000
"2013/10/06 01:56:45", 0.425, 1667.000, 957.000
"2013/10/06 01:56:49", 0.445, 1682.000, 933.000
"2013/10/06 01:56:52", 0.444, 1715.000, 953.000
"2013/10/06 01:56:56", 0.452, 1667.000, 913.000
"2013/10/06 01:59:40", 0.423, 1566.000, 903.000
"2013/10/06 01:59:44", 0.428, 1593.000, 911.000
"2013/10/06 01:59:47", 0.389, 1493.000, 911.000
"2013/10/06 01:59:51", 0.467, 1659.000, 884.000
"2013/10/06 01:59:54", 0.426, 1582.000, 908.000
"2013/10/06 01:59:58", 0.432, 1611.000, 915.000
"2013/10/06 02:02:43", 0.406, 1601.000, 950.000
"2013/10/06 02:02:47", 0.397, 1521.000, 917.000
"2013/10/06 02:02:50", 0.441, 1615.000, 902.000
"2013/10/06 02:02:54", 0.404, 1551.000, 924.000
"2013/10/06 02:02:58", 0.406, 1568.000, 930.000
"2013/10/06 02:05:42", 0.397, 1540.000, 928.000
"2013/10/06 02:05:45", 0.392, 1487.000, 903.000
"2013/10/06 02:05:49", 0.399, 1477.000, 887.000
"2013/10/06 02:05:52", 0.410, 1512.000, 891.000
"2013/10/06 02:05:56", 0.410, 1571.000, 926.000
"2013/10/06 02:06:00", 0.379, 1099511627776.000, 1424.000
"2013/10/06 02:08:40", 0.415, 1573.000, 920.000
"2013/10/06 02:08:44", 0.459, 1609.000, 870.000
"2013/10/06 02:08:47", 0.375, 1520.000, 949.000
"2013/10/06 02:08:51", 0.409, 1553.000, 917.000
"2013/10/06 02:08:55", 0.408, 1588.000, 940.000
"2013/10/06 02:08:58", 0.396, 1504.000, 907.000
"2013/10/06 02:11:42", 0.417, 1616.000, 942.000
"2013/10/06 02:11:46", 0.473, 1596.000, 841.000
"2013/10/06 02:11:50", 0.430, 1599.000, 910.000
"2013/10/06 02:11:53", 0.442, 1630.000, 908.000
"2013/10/06 02:11:57", 0.389, 1554.000, 949.000
"2013/10/06 02:12:00", 0.401, 1595.000, 955.000
"2013/10/06 02:14:42", 0.408, 1573.000, 931.000
"2013/10/06 02:14:45", 0.396, 1579.000, 953.000
"2013/10/06 02:14:49", 0.421, 1576.000, 912.000
"2013/10/06 02:14:53", 0.442, 1628.000, 908.000
"2013/10/06 02:14:56", 0.419, 1556.000, 903.000
"2013/10/06 02:17:40", 0.446, 1647.000, 912.000
"2013/10/06 02:17:44", 0.417, 1597.000, 930.000
"2013/10/06 02:17:48", 0.458, 1615.000, 875.000
"2013/10/06 02:17:51", 0.404, 1534.000, 914.000
"2013/10/06 02:17:55", 0.421, 1557.000, 900.000
"2013/10/06 02:17:58", 0.438, 1643.000, 923.000
"2013/10/06 02:23:42", 0.418, 1505.000, 875.000
"2013/10/06 02:23:46", 0.389, 1498.000, 915.000
"2013/10/06 02:23:49", 0.375, 1481.000, 925.000
"2013/10/06 02:23:53", 0.359, 1362.000, 873.000
"2013/10/06 02:23:56", 0.367, 1386.000, 877.000
"2013/10/06 02:24:00", 0.355, 1374.000, 886.000
"2013/10/06 02:26:40", 0.432, 1529.000, 868.000
"2013/10/06 02:26:44", 0.411, 1516.000, 892.000
"2013/10/06 02:26:48", 0.393, 1529.000, 927.000
"2013/10/06 02:26:51", 0.440, 1563.000, 875.000
"2013/10/06 02:26:55", 0.428, 1587.000, 907.000
"2013/10/06 02:26:59", 0.396, 1484.000, 895.000
"2013/10/06 02:29:43", 0.368, 1384.000, 874.000
"2013/10/06 02:29:46", 0.411, 1417.000, 834.000
"2013/10/06 02:29:50", 0.376, 1367.000, 852.000
"2013/10/06 02:29:57", 0.361, 1382.000, 883.000
"2013/10/06 02:32:45", 0.388, 1438.000, 879.000
"2013/10/06 02:32:49", 0.367, 1367.000, 865.000
"2013/10/06 02:32:53", 0.363, 1384.000, 881.000
"2013/10/06 02:32:57", 0.366, 1397.000, 885.000
"2013/10/06 02:33:00", 0.355, 1376.000, 887.000
"2013/10/06 02:35:41", 0.428, 1432.000, 819.000
"2013/10/06 02:35:44", 0.366, 1412.000, 895.000
"2013/10/06 02:35:48", 0.370, 1368.000, 861.000
"2013/10/06 02:35:51", 0.394, 1390.000, 841.000
"2013/10/06 02:35:55", 0.361, 1379.000, 881.000
"2013/10/06 02:35:59", 0.380, 1383.000, 857.000
"2013/10/06 02:38:43", 0.362, 1375.000, 876.000
"2013/10/06 02:38:46", 0.361, 1405.000, 897.000
"2013/10/06 02:38:50", 0.365, 1410.000, 895.000
"2013/10/06 02:38:57", 0.405, 1397.000, 830.000
"2013/10/06 02:39:01", 0.343, 1366.000, 897.000
"2013/10/06 02:39:05", 0.367, 1403.000, 888.000
"2013/10/06 02:39:08", 0.338, 1385.000, 916.000
"2013/10/06 02:39:12", 0.380, 1417.000, 878.000
"2013/10/06 02:39:15", 0.361, 1334.000, 852.000
"2013/10/06 02:39:19", 0.390, 1430.000, 871.000
"2013/10/06 02:39:23", 0.360, 1358.000, 869.000
"2013/10/06 02:39:26", 0.374, 1395.000, 872.000
"2013/10/06 02:39:30", 0.370, 1372.000, 863.000
"2013/10/06 02:39:34", 0.427, 1503.000, 860.000
"2013/10/06 02:39:37", 0.381, 1373.000, 849.000
"2013/10/06 02:39:41", 0.350, 1391.000, 903.000
"2013/10/06 02:39:45", 0.328, 1350.000, 906.000
"2013/10/06 02:39:48", 0.358, 1373.000, 881.000
"2013/10/06 02:39:52", 0.349, 1383.000, 899.000
"2013/10/06 02:39:56", 0.360, 1359.000, 869.000
"2013/10/06 02:39:59", 0.326, 1329.000, 895.000
"2013/10/06 02:41:45", 0.376, 1364.000, 850.000
"2013/10/06 02:41:48", 0.370, 1392.000, 876.000
"2013/10/06 02:41:52", 0.376, 1398.000, 872.000
"2013/10/06 02:41:56", 0.387, 1411.000, 864.000
"2013/10/06 02:41:59", 0.346, 1370.000, 895.000
"2013/10/06 02:44:41", 0.359, 1331.000, 853.000
"2013/10/06 02:44:44", 0.371, 1329.000, 835.000
"2013/10/06 02:44:48", 0.393, 1415.000, 858.000
"2013/10/06 02:44:52", 0.384, 1422.000, 875.000
"2013/10/06 02:44:55", 0.351, 1392.000, 903.000
"2013/10/06 02:44:59", 0.401, 1466.000, 877.000
"2013/10/06 02:47:43", 0.321, 1324.000, 898.000
"2013/10/06 02:47:46", 0.338, 1326.000, 877.000
"2013/10/06 02:47:50", 0.358, 1371.000, 880.000
"2013/10/06 02:47:54", 0.396, 1387.000, 837.000
"2013/10/06 02:47:57", 0.353, 1371.000, 886.000
"2013/10/06 02:50:45", 0.412, 1411.000, 829.000
"2013/10/06 02:50:49", 0.357, 1357.000, 872.000
"2013/10/06 02:50:52", 0.336, 1369.000, 908.000
"2013/10/06 02:50:56", 0.362, 1332.000, 849.000
"2013/10/06 02:51:00", 0.368, 1377.000, 870.000
"2013/10/06 02:53:45", 0.334, 1341.000, 893.000
"2013/10/06 02:53:48", 0.306, 1281.000, 888.000
"2013/10/06 02:53:52", 0.334, 1343.000, 894.000
"2013/10/06 02:53:55", 0.346, 1328.000, 868.000
"2013/10/06 02:53:59", 0.336, 1328.000, 881.000
"2013/10/06 02:56:43", 0.334, 1352.000, 900.000
"2013/10/06 02:56:47", 0.379, 1362.000, 845.000
"2013/10/06 02:56:50", 0.383, 1396.000, 861.000
"2013/10/06 02:56:54", 0.348, 1342.000, 874.000
"2013/10/06 02:56:58", 0.328, 1318.000, 885.000
"2013/10/06 02:59:42", 0.343, 1355.000, 889.000
"2013/10/06 02:59:45", 0.392, 1403.000, 853.000
"2013/10/06 02:59:49", 0.312, 1280.000, 880.000
"2013/10/06 02:59:52", 0.322, 1423.000, 964.000
"2013/10/06 02:59:56", 0.312, 1304.000, 896.000
"2013/10/06 03:02:44", 0.395, 1433.000, 866.000
"2013/10/06 03:02:47", 0.393, 1451.000, 880.000
"2013/10/06 03:02:51", 0.378, 1431.000, 890.000
"2013/10/06 03:02:55", 0.334, 1296.000, 862.000
"2013/10/06 03:02:58", 0.336, 1386.000, 920.000
"2013/10/06 03:05:43", 0.305, 1233.000, 856.000
"2013/10/06 03:05:47", 0.341, 1347.000, 887.000
"2013/10/06 03:05:50", 0.294, 1268.000, 894.000
"2013/10/06 03:05:54", 0.371, 1398.000, 879.000
"2013/10/06 03:05:58", 0.341, 1388.000, 914.000
"2013/10/06 03:08:42", 0.372, 1397.000, 877.000
"2013/10/06 03:08:45", 0.320, 1348.000, 916.000
"2013/10/06 03:08:49", 0.408, 1447.000, 856.000
"2013/10/06 03:08:53", 0.355, 1442.000, 930.000
"2013/10/06 03:08:56", 0.370, 1416.000, 892.000
"2013/10/06 03:09:00", 0.311, 1340.000, 923.000
"2013/10/06 03:11:44", 0.385, 1438.000, 884.000
"2013/10/06 03:11:51", 0.413, 1576.000, 924.000
"2013/10/06 03:11:55", 0.398, 1450.000, 872.000
"2013/10/06 03:11:58", 0.393, 1412.000, 856.000
"2013/10/06 03:14:43", 0.275, 1261.000, 914.000
"2013/10/06 03:14:47", 0.381, 1467.000, 907.000
"2013/10/06 03:14:51", 0.353, 1396.000, 903.000
"2013/10/06 03:14:54", 0.376, 1451.000, 905.000
"2013/10/06 03:14:58", 0.330, 1269.000, 849.000
"2013/10/06 03:17:42", 0.350, 1340.000, 870.000
"2013/10/06 03:17:45", 0.371, 1427.000, 897.000
"2013/10/06 03:17:49", 0.266, 1207.000, 885.000
"2013/10/06 03:17:53", 0.360, 1380.000, 883.000
"2013/10/06 03:17:56", 0.355, 1400.000, 902.000
"2013/10/06 03:18:00", 0.313, 1323.000, 908.000
"2013/10/06 03:23:42", 0.303, 1254.000, 873.000
"2013/10/06 03:23:46", 0.299, 1245.000, 872.000
"2013/10/06 03:23:50", 0.319, 1282.000, 872.000
"2013/10/06 03:23:57", 0.358, 1312.000, 842.000
"2013/10/06 03:26:42", 0.375, 1380.000, 862.000
"2013/10/06 03:26:46", 0.335, 1369.000, 910.000
"2013/10/06 03:26:49", 0.297, 1245.000, 874.000
"2013/10/06 03:26:53", 0.319, 1354.000, 922.000
"2013/10/06 03:26:57", 0.340, 1332.000, 878.000
"2013/10/06 03:27:00", 0.349, 1315.000, 856.000
"2013/10/06 03:29:41", 0.293, 1310.000, 926.000
"2013/10/06 03:29:44", 0.286, 1206.000, 861.000
"2013/10/06 03:29:48", 0.375, 1410.000, 881.000
"2013/10/06 03:29:51", 0.313, 1332.000, 914.000
"2013/10/06 03:29:55", 0.350, 1351.000, 877.000
"2013/10/06 03:29:59", 0.281, 1261.000, 906.000
"2013/10/06 03:32:43", 0.343, 1351.000, 887.000
"2013/10/06 03:32:46", 0.341, 1323.000, 871.000
"2013/10/06 03:32:50", 0.366, 1428.000, 904.000
"2013/10/06 03:32:54", 0.315, 1334.000, 913.000
"2013/10/06 03:32:57", 0.327, 1311.000, 882.000
"2013/10/06 03:35:42", 0.348, 1362.000, 888.000
"2013/10/06 03:35:46", 0.336, 1313.000, 871.000
"2013/10/06 03:35:49", 0.366, 1451.000, 919.000
"2013/10/06 03:35:53", 0.300, 1331.000, 931.000
"2013/10/06 03:35:57", 0.320, 1321.000, 897.000
"2013/10/06 03:36:00", 0.361, 1357.000, 867.000
"2013/10/06 03:38:41", 0.276, 1273.000, 921.000
"2013/10/06 03:38:44", 0.317, 1274.000, 870.000
"2013/10/06 03:38:48", 0.339, 1398.000, 923.000
"2013/10/06 03:38:52", 0.381, 1453.000, 899.000
"2013/10/06 03:38:55", 0.363, 1382.000, 879.000
"2013/10/06 03:38:59", 0.333, 1328.000, 885.000
"2013/10/06 03:39:02", 0.241, 1225.000, 929.000
"2013/10/06 03:39:06", 0.330, 1396.000, 935.000
"2013/10/06 03:39:10", 0.318, 1327.000, 904.000
"2013/10/06 03:39:13", 0.353, 1353.000, 875.000
"2013/10/06 03:39:17", 0.276, 1241.000, 898.000
"2013/10/06 03:39:21", 0.257, 1227.000, 911.000
"2013/10/06 03:39:24", 0.345, 1423.000, 932.000
"2013/10/06 03:39:28", 0.286, 1254.000, 895.000
"2013/10/06 03:39:32", 0.378, 1441.000, 895.000
"2013/10/06 03:39:35", 0.342, 1379.000, 907.000
"2013/10/06 03:39:39", 0.376, 1433.000, 894.000
"2013/10/06 03:39:43", 0.306, 1296.000, 899.000
"2013/10/06 03:39:46", 0.327, 1339.000, 901.000
"2013/10/06 03:39:50", 0.275, 1302.000, 943.000
"2013/10/06 03:39:53", 0.299, 1274.000, 892.000
"2013/10/06 03:39:57", 0.339, 1401.000, 925.000
"2013/10/06 03:41:43", 0.321, 1328.000, 901.000
"2013/10/06 03:41:46", 0.318, 1328.000, 905.000
"2013/10/06 03:41:50", 0.288, 1275.000, 907.000
"2013/10/06 03:41:54", 0.397, 1460.000, 880.000
"2013/10/06 03:41:57", 0.310, 1299.000, 896.000
"2013/10/06 03:44:46", 0.337, 1342.000, 889.000
"2013/10/06 03:44:50", 0.315, 1380.000, 944.000
"2013/10/06 03:44:53", 0.344, 1409.000, 924.000
"2013/10/06 03:44:57", 0.283, 1273.000, 912.000
"2013/10/06 03:45:00", 0.280, 1282.000, 923.000
"2013/10/06 03:47:41", 0.343, 1386.000, 910.000
"2013/10/06 03:47:44", 0.298, 1348.000, 945.000
"2013/10/06 03:47:48", 0.355, 1411.000, 909.000
"2013/10/06 03:47:52", 0.309, 1352.000, 933.000
"2013/10/06 03:47:55", 0.288, 1277.000, 908.000
"2013/10/06 03:47:59", 0.346, 1381.000, 902.000
"2013/10/06 03:50:43", 0.313, 1379.000, 946.000
"2013/10/06 03:50:47", 0.290, 1297.000, 920.000
"2013/10/06 03:50:50", 0.305, 1314.000, 912.000
"2013/10/06 03:50:54", 0.344, 1345.000, 882.000
"2013/10/06 03:50:57", 0.348, 1419.000, 924.000
"2013/10/06 03:53:45", 0.321, 1335.000, 906.000
"2013/10/06 03:53:49", 0.351, 1358.000, 881.000
"2013/10/06 03:53:52", 0.312, 1355.000, 931.000
"2013/10/06 03:53:56", 0.270, 1291.000, 942.000
"2013/10/06 03:54:00", 0.272, 1324.000, 963.000
"2013/10/06 03:56:41", 0.294, 1331.000, 939.000
"2013/10/06 03:56:45", 0.385, 1484.000, 912.000
"2013/10/06 03:56:52", 0.304, 1318.000, 917.000
"2013/10/06 03:56:55", 0.333, 1333.000, 889.000
"2013/10/06 03:56:59", 0.308, 1325.000, 916.000
"2013/10/06 03:59:43", 0.274, 1273.000, 924.000
"2013/10/06 03:59:47", 0.306, 1325.000, 919.000
"2013/10/06 03:59:50", 0.269, 1301.000, 950.000
"2013/10/06 03:59:54", 0.288, 1313.000, 934.000
"2013/10/06 03:59:58", 0.288, 1315.000, 936.000
"2013/10/06 04:02:45", 0.321, 1367.000, 927.000
"2013/10/06 04:02:49", 0.306, 1329.000, 922.000
"2013/10/06 04:02:52", 0.315, 1312.000, 898.000
"2013/10/06 04:02:56", 0.313, 1301.000, 893.000
"2013/10/06 04:03:00", 0.283, 1298.000, 930.000
"2013/10/06 04:05:41", 0.265, 1264.000, 928.000
"2013/10/06 04:05:45", 0.237, 1243.000, 948.000
"2013/10/06 04:05:48", 0.359, 1398.000, 895.000
"2013/10/06 04:05:52", 0.280, 1278.000, 919.000
"2013/10/06 04:05:56", 0.319, 1361.000, 926.000
"2013/10/06 04:05:59", 0.322, 1322.000, 896.000
"2013/10/06 04:08:43", 0.272, 1242.000, 904.000
"2013/10/06 04:08:47", 0.295, 1308.000, 922.000
"2013/10/06 04:08:50", 0.265, 1287.000, 945.000
"2013/10/06 04:08:54", 0.307, 1280.000, 886.000
"2013/10/06 04:08:58", 0.348, 1317.000, 858.000
"2013/10/06 04:11:42", 0.337, 1308.000, 867.000
"2013/10/06 04:11:45", 0.385, 1333.000, 819.000
"2013/10/06 04:11:49", 0.336, 1324.000, 879.000
"2013/10/06 04:11:52", 0.232, 1215.000, 932.000
"2013/10/06 04:11:56", 0.286, 1251.000, 892.000
"2013/10/06 04:12:00", 0.289, 1247.000, 886.000
"2013/10/06 04:14:41", 0.309, 1299.000, 897.000
"2013/10/06 04:14:45", 0.314, 1359.000, 932.000
"2013/10/06 04:14:48", 0.310, 1277.000, 881.000
"2013/10/06 04:14:52", 0.310, 1333.000, 919.000
"2013/10/06 04:14:56", 0.255, 1277.000, 951.000
"2013/10/06 04:14:59", 0.277, 1246.000, 900.000
"2013/10/06 04:17:43", 0.281, 1277.000, 918.000
"2013/10/06 04:17:47", 0.345, 1350.000, 884.000
"2013/10/06 04:17:50", 0.295, 1267.000, 892.000
"2013/10/06 04:17:54", 0.253, 1273.000, 950.000
"2013/10/06 04:17:58", 0.329, 1290.000, 865.000
"2013/10/06 04:23:45", 0.294, 1288.000, 909.000
"2013/10/06 04:23:48", 0.297, 1272.000, 894.000
"2013/10/06 04:23:52", 0.219, 1237.000, 966.000
"2013/10/06 04:23:56", 0.240, 1233.000, 936.000
"2013/10/06 04:23:59", 0.280, 1261.000, 907.000
"2013/10/06 04:26:43", 0.322, 1310.000, 887.000
"2013/10/06 04:26:47", 0.289, 1298.000, 922.000
"2013/10/06 04:26:51", 0.248, 1249.000, 938.000
"2013/10/06 04:26:54", 0.302, 1301.000, 908.000
"2013/10/06 04:26:58", 0.231, 1194.000, 917.000
"2013/10/06 04:29:42", 0.322, 1329.000, 900.000
"2013/10/06 04:29:46", 0.329, 1327.000, 890.000
"2013/10/06 04:29:49", 0.312, 1307.000, 899.000
"2013/10/06 04:29:53", 0.280, 1279.000, 920.000
"2013/10/06 04:29:56", 0.302, 1303.000, 909.000
"2013/10/06 04:30:00", 0.272, 1255.000, 913.000
"2013/10/06 04:32:44", 0.299, 1287.000, 901.000
"2013/10/06 04:32:48", 0.257, 1278.000, 949.000
"2013/10/06 04:32:51", 0.289, 1280.000, 909.000
"2013/10/06 04:32:55", 0.304, 1269.000, 883.000
"2013/10/06 04:32:59", 0.253, 1259.000, 940.000
"2013/10/06 04:35:44", 0.327, 1308.000, 879.000
"2013/10/06 04:35:47", 0.266, 1286.000, 943.000
"2013/10/06 04:35:51", 0.317, 1315.000, 897.000
"2013/10/06 04:35:54", 0.306, 1265.000, 877.000
"2013/10/06 04:35:58", 0.308, 1298.000, 897.000
"2013/10/06 04:38:42", 0.324, 1334.000, 901.000
"2013/10/06 04:38:46", 0.271, 1320.000, 962.000
"2013/10/06 04:38:49", 0.280, 1299.000, 934.000
"2013/10/06 04:38:53", 0.289, 1279.000, 909.000
"2013/10/06 04:38:57", 0.327, 1282.000, 862.000
"2013/10/06 04:39:00", 0.278, 1271.000, 917.000
"2013/10/06 04:39:04", 0.294, 1297.000, 915.000
"2013/10/06 04:39:08", 0.288, 1285.000, 914.000
"2013/10/06 04:39:11", 0.296, 1295.000, 911.000
"2013/10/06 04:39:15", 0.279, 1260.000, 908.000
"2013/10/06 04:39:18", 0.298, 1248.000, 876.000
"2013/10/06 04:39:22", 0.335, 1299.000, 863.000
"2013/10/06 04:39:26", 0.227, 1232.000, 952.000
"2013/10/06 04:39:29", 0.254, 1225.000, 913.000
"2013/10/06 04:39:33", 0.279, 1272.000, 916.000
"2013/10/06 04:39:37", 0.305, 1292.000, 897.000
"2013/10/06 04:39:40", 0.289, 1256.000, 892.000
"2013/10/06 04:39:44", 0.313, 1274.000, 875.000
"2013/10/06 04:39:48", 0.275, 1265.000, 917.000
"2013/10/06 04:39:51", 0.260, 1291.000, 955.000
"2013/10/06 04:39:55", 0.305, 1295.000, 900.000
"2013/10/06 04:39:59", 0.252, 1269.000, 949.000
"2013/10/06 04:41:44", 0.335, 1309.000, 870.000
"2013/10/06 04:41:48", 0.290, 1272.000, 903.000
"2013/10/06 04:41:51", 0.284, 1300.000, 930.000
"2013/10/06 04:41:55", 0.283, 1212.000, 869.000
"2013/10/06 04:41:59", 0.306, 1246.000, 864.000
"2013/10/06 04:44:44", 0.338, 1337.000, 885.000
"2013/10/06 04:44:47", 0.298, 1333.000, 935.000
"2013/10/06 04:44:51", 0.259, 1269.000, 940.000
"2013/10/06 04:44:55", 0.299, 1309.000, 917.000
"2013/10/06 04:44:58", 0.284, 1319.000, 944.000
"2013/10/06 04:47:46", 0.292, 1282.000, 907.000
"2013/10/06 04:47:49", 0.252, 1218.000, 911.000
"2013/10/06 04:47:53", 0.336, 1329.000, 882.000
"2013/10/06 04:47:57", 0.332, 1302.000, 869.000
"2013/10/06 04:48:00", 0.314, 1318.000, 903.000
"2013/10/06 04:50:44", 0.326, 1285.000, 866.000
"2013/10/06 04:50:48", 0.279, 1266.000, 912.000
"2013/10/06 04:50:52", 0.307, 1338.000, 927.000
"2013/10/06 04:50:55", 0.287, 1236.000, 881.000
"2013/10/06 04:50:59", 0.251, 1257.000, 941.000
"2013/10/06 04:53:43", 0.290, 1291.000, 916.000
"2013/10/06 04:53:46", 0.339, 1324.000, 874.000
"2013/10/06 04:53:50", 0.284, 1286.000, 920.000
"2013/10/06 04:53:54", 0.311, 1282.000, 883.000
"2013/10/06 04:53:57", 0.287, 1297.000, 924.000
"2013/10/06 04:56:42", 0.323, 1290.000, 873.000
"2013/10/06 04:56:46", 0.277, 1256.000, 908.000
"2013/10/06 04:56:50", 0.309, 1320.000, 911.000
"2013/10/06 04:56:53", 0.265, 1260.000, 925.000
"2013/10/06 04:56:57", 0.299, 1275.000, 893.000
"2013/10/06 04:59:41", 0.275, 1287.000, 932.000
"2013/10/06 04:59:45", 0.312, 1290.000, 887.000
"2013/10/06 04:59:48", 0.273, 1270.000, 923.000
"2013/10/06 04:59:52", 0.290, 1269.000, 900.000
"2013/10/06 04:59:55", 0.274, 1263.000, 916.000
"2013/10/06 04:59:59", 0.238, 1248.000, 950.000
"2013/10/06 05:02:43", 0.298, 1313.000, 921.000
"2013/10/06 05:02:47", 0.306, 1283.000, 890.000
"2013/10/06 05:02:50", 0.321, 1286.000, 873.000
"2013/10/06 05:02:54", 0.259, 1266.000, 937.000
"2013/10/06 05:02:58", 0.290, 1253.000, 889.000
"2013/10/06 05:05:42", 0.333, 1304.000, 869.000
"2013/10/06 05:05:46", 0.300, 1282.000, 897.000
"2013/10/06 05:05:50", 0.291, 1265.000, 896.000
"2013/10/06 05:05:53", 0.282, 1273.000, 914.000
"2013/10/06 05:05:57", 0.275, 1260.000, 913.000
"2013/10/06 05:08:41", 0.277, 1245.000, 899.000
"2013/10/06 05:08:45", 0.200, 1250.000, 999.000
"2013/10/06 05:08:48", 0.276, 1280.000, 926.000
"2013/10/06 05:08:52", 0.290, 1271.000, 902.000
"2013/10/06 05:08:56", 0.298, 1271.000, 892.000
"2013/10/06 05:08:59", 0.286, 1257.000, 897.000
"2013/10/06 05:11:43", 0.273, 1248.000, 907.000
"2013/10/06 05:11:47", 0.315, 1284.000, 879.000
"2013/10/06 05:11:50", 0.369, 1414.000, 891.000
"2013/10/06 05:11:54", 0.263, 1228.000, 905.000
"2013/10/06 05:11:58", 0.299, 1247.000, 873.000
"2013/10/06 05:14:43", 0.343, 1295.000, 850.000
"2013/10/06 05:14:46", 0.285, 1242.000, 887.000
"2013/10/06 05:14:50", 0.277, 1263.000, 913.000
"2013/10/06 05:14:54", 0.278, 1226.000, 885.000
"2013/10/06 05:14:57", 0.313, 1281.000, 880.000
"2013/10/06 05:17:41", 0.277, 1271.000, 918.000
"2013/10/06 05:17:45", 0.255, 1273.000, 948.000
"2013/10/06 05:17:48", 0.283, 1272.000, 912.000
"2013/10/06 05:17:52", 0.342, 1330.000, 875.000
"2013/10/06 05:17:56", 0.276, 1248.000, 903.000
"2013/10/06 05:17:59", 0.314, 1309.000, 897.000
"2013/10/06 05:23:42", 0.309, 1253.000, 865.000
"2013/10/06 05:23:45", 0.289, 1228.000, 873.000
"2013/10/06 05:23:49", 0.330, 1266.000, 848.000
"2013/10/06 05:23:53", 0.307, 1276.000, 884.000
"2013/10/06 05:23:56", 0.293, 1268.000, 896.000
"2013/10/06 05:24:00", 0.245, 1213.000, 915.000
