time[YYYY-MM-DD hh:mm:ss PST], q_yield, fm, fo
"2013/10/01 13:11:58", 0.248, 1249.000, 939.000
"2013/10/01 13:14:42", 0.298, 1291.000, 906.000
"2013/10/01 13:14:46", 0.264, 1257.000, 925.000
"2013/10/01 13:14:49", 0.261, 1273.000, 940.000
"2013/10/01 13:14:53", 0.208, 1236.000, 978.000
"2013/10/01 13:14:57", 0.268, 1238.000, 906.000
"2013/10/01 13:15:00", 0.248, 1302.000, 979.000
"2013/10/01 13:17:44", 0.250, 1284.000, 962.000
"2013/10/01 13:17:48", 0.259, 1227.000, 909.000
"2013/10/01 13:17:52", 0.272, 1278.000, 930.000
"2013/10/01 13:17:55", 0.226, 1249.000, 966.000
"2013/10/01 13:18:00", 0.274, 1262.000, 915.000
"2013/10/01 13:23:42", 0.280, 1264.000, 910.000
"2013/10/01 13:23:46", 0.284, 1296.000, 927.000
"2013/10/01 13:23:49", 0.272, 1253.000, 911.000
"2013/10/01 13:23:53", 0.266, 1225.000, 898.000
"2013/10/01 13:23:57", 0.261, 1246.000, 920.000
"2013/10/01 13:24:00", 0.250, 1247.000, 935.000
"2013/10/01 13:26:45", 0.311, 1329.000, 915.000
"2013/10/01 13:26:49", 0.299, 1322.000, 926.000
"2013/10/01 13:26:52", 0.293, 1248.000, 882.000
"2013/10/01 13:26:56", 0.258, 1296.000, 961.000
"2013/10/01 13:27:00", 0.282, 1290.000, 925.000
"2013/10/01 13:29:44", 0.251, 1270.000, 950.000
"2013/10/01 13:29:47", 0.267, 1239.000, 907.000
"2013/10/01 13:29:51", 0.272, 1302.000, 947.000
"2013/10/01 13:29:55", 0.260, 1257.000, 930.000
"2013/10/01 13:29:58", 0.303, 1292.000, 900.000
"2013/10/01 13:32:42", 0.246, 1288.000, 970.000
"2013/10/01 13:32:46", 0.269, 1273.000, 930.000
"2013/10/01 13:32:49", 0.284, 1310.000, 937.000
"2013/10/01 13:32:53", 0.272, 1281.000, 932.000
"2013/10/01 13:32:57", 0.274, 1317.000, 955.000
"2013/10/01 13:33:00", 0.310, 1388.000, 957.000
"2013/10/01 13:35:42", 0.286, 1368.000, 976.000
"2013/10/01 13:35:45", 0.271, 1280.000, 932.000
"2013/10/01 13:35:49", 0.280, 1301.000, 936.000
"2013/10/01 13:35:52", 0.294, 1296.000, 914.000
"2013/10/01 13:35:56", 0.292, 1318.000, 933.000
"2013/10/01 13:36:00", 0.270, 1248.000, 910.000
"2013/10/01 13:38:44", 0.268, 1266.000, 926.000
"2013/10/01 13:38:47", 0.251, 1246.000, 933.000
"2013/10/01 13:38:51", 0.289, 1287.000, 915.000
"2013/10/01 13:38:54", 0.246, 1214.000, 915.000
"2013/10/01 13:38:58", 0.238, 1220.000, 929.000
"2013/10/01 13:39:02", 0.275, 1289.000, 934.000
"2013/10/01 13:39:05", 0.273, 1278.000, 929.000
"2013/10/01 13:39:09", 0.260, 1256.000, 929.000
"2013/10/01 13:39:13", 0.284, 1244.000, 890.000
"2013/10/01 13:39:16", 0.261, 1271.000, 938.000
"2013/10/01 13:39:20", 0.293, 1279.000, 904.000
"2013/10/01 13:39:24", 0.240, 1230.000, 934.000
"2013/10/01 13:39:27", 0.247, 1267.000, 954.000
"2013/10/01 13:39:35", 0.302, 1278.000, 892.000
"2013/10/01 13:39:38", 0.287, 1279.000, 911.000
"2013/10/01 13:39:42", 0.285, 1259.000, 900.000
"2013/10/01 13:39:45", 0.240, 1235.000, 938.000
"2013/10/01 13:39:49", 0.260, 1257.000, 930.000
"2013/10/01 13:39:53", 0.265, 1254.000, 921.000
"2013/10/01 13:39:56", 0.238, 1251.000, 953.000
"2013/10/01 13:40:00", 0.277, 1282.000, 926.000
"2013/10/01 13:41:42", 0.241, 1225.000, 929.000
"2013/10/01 13:41:46", 0.252, 1243.000, 929.000
"2013/10/01 13:41:49", 0.261, 1250.000, 923.000
"2013/10/01 13:41:53", 0.261, 1294.000, 955.000
"2013/10/01 13:41:57", 0.258, 1257.000, 932.000
"2013/10/01 13:42:00", 0.208, 1224.000, 969.000
"2013/10/01 13:44:45", 0.254, 1302.000, 970.000
"2013/10/01 13:44:49", 0.235, 1249.000, 955.000
"2013/10/01 13:44:52", 0.239, 1306.000, 993.000
"2013/10/01 13:44:56", 0.249, 1309.000, 983.000
"2013/10/01 13:45:00", 0.245, 1266.000, 955.000
"2013/10/01 13:47:43", 0.269, 1286.000, 940.000
"2013/10/01 13:47:47", 0.250, 1275.000, 956.000
"2013/10/01 13:47:51", 0.231, 1252.000, 962.000
"2013/10/01 13:47:54", 0.287, 1322.000, 942.000
"2013/10/01 13:47:58", 0.266, 1305.000, 957.000
"2013/10/01 13:50:42", 0.253, 1248.000, 932.000
"2013/10/01 13:50:46", 0.266, 1244.000, 913.000
"2013/10/01 13:50:49", 0.208, 1190.000, 942.000
"2013/10/01 13:50:53", 0.263, 1283.000, 945.000
"2013/10/01 13:50:57", 0.251, 1258.000, 941.000
"2013/10/01 13:51:00", 0.253, 1227.000, 916.000
"2013/10/01 13:53:45", 0.260, 1284.000, 950.000
"2013/10/01 13:53:49", 0.275, 1275.000, 924.000
"2013/10/01 13:53:52", 0.224, 1228.000, 952.000
"2013/10/01 13:53:56", 0.253, 1279.000, 955.000
"2013/10/01 13:54:00", 0.265, 1273.000, 935.000
"2013/10/01 13:56:44", 0.277, 1265.000, 914.000
"2013/10/01 13:56:47", 0.247, 1275.000, 959.000
"2013/10/01 13:56:51", 0.260, 1298.000, 960.000
"2013/10/01 13:56:54", 0.255, 1269.000, 945.000
"2013/10/01 13:56:58", 0.269, 1303.000, 952.000
"2013/10/01 13:59:42", 0.253, 1298.000, 969.000
"2013/10/01 13:59:46", 0.239, 1329.000, 1011.000
"2013/10/01 13:59:50", 0.237, 1312.000, 1000.000
"2013/10/01 13:59:53", 0.271, 1309.000, 954.000
"2013/10/01 13:59:57", 0.252, 1309.000, 979.000
"2013/10/01 14:00:00", 0.291, 1356.000, 961.000
"2013/10/01 14:02:45", 0.213, 1197.000, 941.000
"2013/10/01 14:02:49", 0.238, 1225.000, 933.000
"2013/10/01 14:02:52", 0.271, 1314.000, 957.000
"2013/10/01 14:02:56", 0.281, 1302.000, 935.000
"2013/10/01 14:03:00", 0.263, 1282.000, 944.000
"2013/10/01 14:05:44", 0.289, 1283.000, 912.000
"2013/10/01 14:05:47", 0.236, 1237.000, 945.000
"2013/10/01 14:05:51", 0.240, 1212.000, 920.000
"2013/10/01 14:05:54", 0.223, 1203.000, 934.000
"2013/10/01 14:05:58", 0.259, 1241.000, 919.000
"2013/10/01 14:08:42", 0.240, 1249.000, 948.000
"2013/10/01 14:08:46", 0.201, 1202.000, 960.000
"2013/10/01 14:08:50", 0.262, 1286.000, 949.000
"2013/10/01 14:08:54", 0.271, 1249.000, 910.000
"2013/10/01 14:11:45", 0.263, 1292.000, 952.000
"2013/10/01 14:11:49", 0.277, 1290.000, 932.000
"2013/10/01 14:11:52", 0.232, 1239.000, 951.000
"2013/10/01 14:11:56", 0.260, 1320.000, 976.000
"2013/10/01 14:12:00", 0.269, 1310.000, 957.000
"2013/10/01 14:14:44", 0.273, 1315.000, 956.000
"2013/10/01 14:14:47", 0.267, 1307.000, 958.000
"2013/10/01 14:14:51", 0.249, 1249.000, 937.000
"2013/10/01 14:14:54", 0.253, 1300.000, 971.000
"2013/10/01 14:14:58", 0.246, 1272.000, 959.000
"2013/10/01 14:17:43", 0.251, 1266.000, 947.000
"2013/10/01 14:17:47", 0.247, 1307.000, 983.000
"2013/10/01 14:17:50", 0.251, 1329.000, 995.000
"2013/10/01 14:17:54", 0.250, 1316.000, 987.000
"2013/10/01 14:23:44", 0.267, 1324.000, 970.000
"2013/10/01 14:23:47", 0.241, 1323.000, 1003.000
"2013/10/01 14:23:51", 0.254, 1291.000, 963.000
"2013/10/01 14:23:54", 0.248, 1318.000, 991.000
"2013/10/01 14:23:58", 0.256, 1323.000, 984.000
"2013/10/01 14:26:43", 0.234, 1314.000, 1006.000
"2013/10/01 14:26:47", 0.252, 1346.000, 1006.000
"2013/10/01 14:26:50", 0.261, 1310.000, 967.000
"2013/10/01 14:26:54", 0.264, 1291.000, 950.000
"2013/10/01 14:26:58", 0.220, 1327.000, 1035.000
"2013/10/01 14:29:45", 0.219, 1316.000, 1027.000
"2013/10/01 14:29:49", 0.224, 1298.000, 1007.000
"2013/10/01 14:29:52", 0.253, 1341.000, 1001.000
"2013/10/01 14:29:56", 0.273, 1369.000, 995.000
"2013/10/01 14:30:00", 0.246, 1284.000, 968.000
"2013/10/01 14:32:44", 0.264, 1329.000, 978.000
"2013/10/01 14:32:47", 0.275, 1365.000, 989.000
"2013/10/01 14:32:51", 0.241, 1323.000, 1004.000
"2013/10/01 14:32:54", 0.254, 1293.000, 964.000
"2013/10/01 14:32:58", 0.264, 1345.000, 989.000
"2013/10/01 14:35:43", 0.237, 1275.000, 972.000
"2013/10/01 14:35:47", 0.169, 1194.000, 992.000
"2013/10/01 14:35:50", 0.221, 1231.000, 958.000
"2013/10/01 14:35:54", 0.259, 1270.000, 940.000
"2013/10/01 14:38:45", 0.292, 1367.000, 967.000
"2013/10/01 14:38:49", 0.249, 1348.000, 1012.000
"2013/10/01 14:38:52", 0.286, 1359.000, 970.000
"2013/10/01 14:38:56", 0.296, 1359.000, 956.000
"2013/10/01 14:39:00", 0.253, 1288.000, 962.000
"2013/10/01 14:39:03", 0.249, 1355.000, 1017.000
"2013/10/01 14:39:07", 0.259, 1316.000, 974.000
"2013/10/01 14:39:11", 0.230, 1286.000, 989.000
"2013/10/01 14:39:14", 0.281, 1352.000, 971.000
"2013/10/01 14:39:18", 0.273, 1357.000, 986.000
"2013/10/01 14:39:21", 0.254, 1338.000, 997.000
"2013/10/01 14:39:29", 0.240, 1322.000, 1004.000
"2013/10/01 14:39:32", 0.269, 1354.000, 989.000
"2013/10/01 14:39:36", 0.233, 1306.000, 1001.000
"2013/10/01 14:39:40", 0.289, 1363.000, 969.000
"2013/10/01 14:39:43", 0.266, 1354.000, 993.000
"2013/10/01 14:39:47", 0.278, 1363.000, 984.000
"2013/10/01 14:39:51", 0.327, 1416.000, 952.000
"2013/10/01 14:39:54", 0.266, 1333.000, 978.000
"2013/10/01 14:39:58", 0.254, 1314.000, 979.000
"2013/10/01 14:41:44", 0.272, 1385.000, 1008.000
"2013/10/01 14:41:47", 0.251, 1334.000, 998.000
"2013/10/01 14:41:51", 0.262, 1361.000, 1004.000
"2013/10/01 14:41:54", 0.255, 1341.000, 998.000
"2013/10/01 14:41:58", 0.275, 1352.000, 980.000
"2013/10/01 14:44:43", 0.270, 1317.000, 961.000
"2013/10/01 14:44:47", 0.257, 1315.000, 976.000
"2013/10/01 14:44:50", 0.253, 1322.000, 987.000
"2013/10/01 14:44:54", 0.239, 1305.000, 993.000
"2013/10/01 14:44:58", 0.242, 1290.000, 977.000
"2013/10/01 14:47:41", 0.269, 1407.000, 1028.000
"2013/10/01 14:47:45", 0.309, 1444.000, 997.000
"2013/10/01 14:47:49", 0.226, 1358.000, 1051.000
"2013/10/01 14:47:52", 0.267, 1361.000, 997.000
"2013/10/01 14:47:56", 0.244, 1362.000, 1029.000
"2013/10/01 14:48:00", 0.256, 1359.000, 1011.000
"2013/10/01 14:50:43", 0.312, 1413.000, 971.000
"2013/10/01 14:50:47", 0.262, 1362.000, 1004.000
"2013/10/01 14:50:51", 0.272, 1381.000, 1005.000
"2013/10/01 14:50:54", 0.281, 1366.000, 981.000
"2013/10/01 14:50:58", 0.269, 1356.000, 990.000
"2013/10/01 14:53:43", 0.261, 1356.000, 1001.000
"2013/10/01 14:53:47", 0.260, 1375.000, 1017.000
"2013/10/01 14:53:50", 0.294, 1377.000, 971.000
"2013/10/01 14:53:54", 0.280, 1390.000, 1000.000
"2013/10/01 14:53:58", 0.302, 1459.000, 1017.000
"2013/10/01 14:56:45", 0.259, 1370.000, 1015.000
"2013/10/01 14:56:49", 0.279, 1448.000, 1043.000
"2013/10/01 14:56:52", 0.229, 1354.000, 1043.000
"2013/10/01 14:56:56", 0.275, 1382.000, 1001.000
"2013/10/01 14:57:00", 0.327, 1437.000, 966.000
"2013/10/01 14:59:44", 0.244, 1315.000, 993.000
"2013/10/01 14:59:47", 0.275, 1338.000, 970.000
"2013/10/01 14:59:55", 0.286, 1391.000, 992.000
"2013/10/01 14:59:58", 0.250, 1327.000, 994.000
"2013/10/01 15:02:43", 0.225, 1292.000, 1001.000
"2013/10/01 15:02:47", 0.261, 1314.000, 971.000
"2013/10/01 15:02:50", 0.224, 1290.000, 1000.000
"2013/10/01 15:02:54", 0.244, 1279.000, 966.000
"2013/10/01 15:02:58", 0.263, 1346.000, 991.000
"2013/10/01 15:05:41", 0.279, 1401.000, 1009.000
"2013/10/01 15:05:45", 0.294, 1400.000, 988.000
"2013/10/01 15:05:49", 0.215, 1278.000, 1003.000
"2013/10/01 15:05:52", 0.305, 1393.000, 968.000
"2013/10/01 15:05:56", 0.285, 1375.000, 983.000
"2013/10/01 15:06:00", 0.267, 1325.000, 971.000
"2013/10/01 15:08:44", 0.280, 1343.000, 966.000
"2013/10/01 15:08:47", 0.293, 1399.000, 989.000
"2013/10/01 15:08:55", 0.210, 1319.000, 1041.000
"2013/10/01 15:08:58", 0.275, 1341.000, 971.000
"2013/10/01 15:11:43", 0.276, 1351.000, 978.000
"2013/10/01 15:11:47", 0.255, 1309.000, 975.000
"2013/10/01 15:11:50", 0.264, 1348.000, 991.000
"2013/10/01 15:11:54", 0.269, 1342.000, 981.000
"2013/10/01 15:11:58", 0.240, 1310.000, 995.000
"2013/10/01 15:17:44", 0.288, 1423.000, 1012.000
"2013/10/01 15:17:47", 0.272, 1315.000, 957.000
"2013/10/01 15:17:54", 0.283, 1391.000, 996.000
"2013/10/01 15:17:58", 0.300, 1366.000, 955.000
"2013/10/01 15:23:41", 0.307, 1394.000, 966.000
"2013/10/01 15:23:45", 0.264, 1310.000, 963.000
"2013/10/01 15:23:49", 0.262, 1252.000, 923.000
"2013/10/01 15:23:52", 0.280, 1333.000, 959.000
"2013/10/01 15:23:56", 0.250, 1277.000, 957.000
"2013/10/01 15:24:00", 0.302, 1314.000, 916.000
"2013/10/01 15:26:44", 0.283, 1322.000, 947.000
"2013/10/01 15:26:47", 0.274, 1291.000, 936.000
"2013/10/01 15:26:51", 0.264, 1252.000, 921.000
"2013/10/01 15:26:55", 0.266, 1246.000, 914.000
"2013/10/01 15:26:58", 0.314, 1308.000, 897.000
"2013/10/01 15:29:43", 0.319, 1354.000, 921.000
"2013/10/01 15:29:47", 0.245, 1263.000, 953.000
"2013/10/01 15:29:50", 0.301, 1301.000, 909.000
"2013/10/01 15:29:54", 0.281, 1314.000, 944.000
"2013/10/01 15:29:58", 0.302, 1314.000, 917.000
"2013/10/01 15:32:41", 0.257, 1290.000, 958.000
"2013/10/01 15:32:49", 0.260, 1278.000, 945.000
"2013/10/01 15:32:52", 0.281, 1311.000, 942.000
"2013/10/01 15:32:56", 0.269, 1327.000, 970.000
"2013/10/01 15:33:00", 0.276, 1268.000, 918.000
"2013/10/01 15:35:44", 0.306, 1346.000, 934.000
"2013/10/01 15:35:48", 0.265, 1306.000, 959.000
"2013/10/01 15:35:52", 0.285, 1298.000, 928.000
"2013/10/01 15:35:55", 0.286, 1314.000, 937.000
"2013/10/01 15:35:59", 0.248, 1295.000, 973.000
"2013/10/01 15:38:43", 0.271, 1301.000, 948.000
"2013/10/01 15:38:47", 0.245, 1327.000, 1001.000
"2013/10/01 15:38:50", 0.275, 1327.000, 961.000
"2013/10/01 15:38:54", 0.292, 1325.000, 937.000
"2013/10/01 15:38:57", 0.260, 1299.000, 960.000
"2013/10/01 15:39:01", 0.271, 1343.000, 979.000
"2013/10/01 15:39:05", 0.286, 1311.000, 935.000
"2013/10/01 15:39:08", 0.294, 1343.000, 948.000
"2013/10/01 15:39:12", 0.297, 1335.000, 938.000
"2013/10/01 15:39:16", 0.299, 1387.000, 971.000
"2013/10/01 15:39:19", 0.256, 1323.000, 983.000
"2013/10/01 15:39:23", 0.250, 1272.000, 954.000
"2013/10/01 15:39:27", 0.282, 1368.000, 981.000
"2013/10/01 15:39:30", 0.249, 1274.000, 956.000
"2013/10/01 15:39:34", 0.302, 1374.000, 958.000
"2013/10/01 15:39:38", 0.256, 1317.000, 979.000
"2013/10/01 15:39:41", 0.310, 1394.000, 961.000
"2013/10/01 15:39:45", 0.260, 1307.000, 966.000
"2013/10/01 15:39:48", 0.284, 1355.000, 969.000
"2013/10/01 15:39:52", 0.241, 1333.000, 1011.000
"2013/10/01 15:39:56", 0.279, 1336.000, 962.000
"2013/10/01 15:39:59", 0.269, 1278.000, 934.000
"2013/10/01 15:41:41", 0.260, 1279.000, 946.000
"2013/10/01 15:41:49", 0.288, 1377.000, 980.000
"2013/10/01 15:41:52", 0.281, 1356.000, 974.000
"2013/10/01 15:41:56", 0.237, 1269.000, 968.000
"2013/10/01 15:42:00", 0.303, 1341.000, 934.000
"2013/10/01 15:44:44", 0.244, 1297.000, 980.000
"2013/10/01 15:44:48", 0.276, 1318.000, 954.000
"2013/10/01 15:44:52", 0.295, 1406.000, 990.000
"2013/10/01 15:44:55", 0.315, 1399.000, 957.000
"2013/10/01 15:44:59", 0.273, 1339.000, 973.000
"2013/10/01 15:47:43", 0.283, 1339.000, 959.000
"2013/10/01 15:47:47", 0.268, 1264.000, 925.000
"2013/10/01 15:47:50", 0.284, 1346.000, 963.000
"2013/10/01 15:47:54", 0.262, 1271.000, 937.000
"2013/10/01 15:47:57", 0.284, 1330.000, 952.000
"2013/10/01 15:48:38", 0.275, 1289.000, 934.000
"2013/10/01 15:48:45", 0.252, 1312.000, 981.000
"2013/10/01 15:48:48", 0.258, 1302.000, 965.000
"2013/10/01 15:48:52", 0.289, 1351.000, 960.000
"2013/10/01 15:48:56", 0.297, 1303.000, 915.000
"2013/10/01 15:48:59", 0.267, 1292.000, 947.000
"2013/10/01 15:50:41", 0.285, 1347.000, 963.000
"2013/10/01 15:50:45", 0.281, 1333.000, 958.000
"2013/10/01 15:50:49", 0.280, 1328.000, 956.000
"2013/10/01 15:50:52", 0.234, 1271.000, 973.000
"2013/10/01 15:50:56", 0.325, 1375.000, 927.000
"2013/10/01 15:51:00", 0.267, 1300.000, 952.000
"2013/10/01 15:53:44", 0.296, 1293.000, 910.000
"2013/10/01 15:53:48", 0.309, 1328.000, 917.000
"2013/10/01 15:53:52", 0.281, 1334.000, 959.000
"2013/10/01 15:53:55", 0.285, 1312.000, 937.000
"2013/10/01 15:53:59", 0.281, 1313.000, 944.000
"2013/10/01 15:56:43", 0.277, 1313.000, 949.000
"2013/10/01 15:56:47", 0.328, 1413.000, 949.000
"2013/10/01 15:56:50", 0.274, 1315.000, 954.000
"2013/10/01 15:56:54", 0.261, 1262.000, 932.000
"2013/10/01 15:56:58", 0.280, 1281.000, 922.000
"2013/10/01 15:59:41", 0.288, 1293.000, 920.000
"2013/10/01 15:59:45", 0.225, 1251.000, 969.000
"2013/10/01 15:59:49", 0.297, 1353.000, 950.000
"2013/10/01 15:59:52", 0.267, 1283.000, 940.000
"2013/10/01 15:59:56", 0.254, 1302.000, 971.000
"2013/10/01 16:00:00", 0.253, 1280.000, 956.000
"2013/10/01 16:02:44", 0.287, 1344.000, 957.000
"2013/10/01 16:02:48", 0.276, 1337.000, 967.000
"2013/10/01 16:02:52", 0.326, 1383.000, 932.000
"2013/10/01 16:02:55", 0.260, 1330.000, 983.000
"2013/10/01 16:02:59", 0.296, 1359.000, 956.000
"2013/10/01 16:05:43", 0.340, 1373.000, 905.000
"2013/10/01 16:05:47", 0.250, 1320.000, 989.000
"2013/10/01 16:05:50", 0.284, 1353.000, 968.000
"2013/10/01 16:05:54", 0.259, 1303.000, 965.000
"2013/10/01 16:05:57", 0.262, 1309.000, 966.000
"2013/10/01 16:08:41", 0.283, 1306.000, 936.000
"2013/10/01 16:08:45", 0.312, 1371.000, 943.000
"2013/10/01 16:08:49", 0.307, 1308.000, 906.000
"2013/10/01 16:08:52", 0.252, 1277.000, 954.000
"2013/10/01 16:08:56", 0.245, 1269.000, 957.000
"2013/10/01 16:09:00", 0.286, 1325.000, 945.000
"2013/10/01 16:11:44", 0.329, 1376.000, 923.000
"2013/10/01 16:11:48", 0.231, 1263.000, 971.000
"2013/10/01 16:11:52", 0.274, 1341.000, 973.000
"2013/10/01 16:11:55", 0.292, 1297.000, 917.000
"2013/10/01 16:11:59", 0.310, 1343.000, 926.000
"2013/10/01 16:14:43", 0.283, 1330.000, 953.000
"2013/10/01 16:14:47", 0.244, 1266.000, 956.000
"2013/10/01 16:14:50", 0.266, 1312.000, 963.000
"2013/10/01 16:14:54", 0.291, 1342.000, 951.000
"2013/10/01 16:14:58", 0.268, 1267.000, 927.000
"2013/10/01 16:17:41", 0.288, 1302.000, 927.000
"2013/10/01 16:17:45", 0.307, 1356.000, 939.000
"2013/10/01 16:17:49", 0.298, 1332.000, 935.000
"2013/10/01 16:17:52", 0.301, 1347.000, 941.000
"2013/10/01 16:17:56", 0.244, 1304.000, 985.000
"2013/10/01 16:18:00", 0.289, 1323.000, 940.000
"2013/10/01 16:23:43", 0.300, 1296.000, 906.000
"2013/10/01 16:23:47", 0.286, 1360.000, 970.000
"2013/10/01 16:23:50", 0.274, 1316.000, 955.000
"2013/10/01 16:23:54", 0.307, 1319.000, 913.000
"2013/10/01 16:23:58", 0.243, 1261.000, 954.000
"2013/10/01 16:26:41", 0.305, 1373.000, 953.000
"2013/10/01 16:26:45", 0.305, 1337.000, 929.000
"2013/10/01 16:26:49", 0.328, 1320.000, 887.000
"2013/10/01 16:26:52", 0.306, 1352.000, 937.000
"2013/10/01 16:26:56", 0.242, 1312.000, 994.000
"2013/10/01 16:27:00", 0.283, 1337.000, 958.000
"2013/10/01 16:29:45", 0.242, 1275.000, 966.000
"2013/10/01 16:29:48", 0.293, 1347.000, 952.000
"2013/10/01 16:29:52", 0.301, 1361.000, 950.000
"2013/10/01 16:29:55", 0.300, 1343.000, 939.000
"2013/10/01 16:29:59", 0.328, 1391.000, 934.000
"2013/10/01 16:32:43", 0.312, 1365.000, 938.000
"2013/10/01 16:32:47", 0.297, 1349.000, 947.000
"2013/10/01 16:32:50", 0.304, 1350.000, 939.000
"2013/10/01 16:32:54", 0.295, 1389.000, 979.000
"2013/10/01 16:32:58", 0.277, 1340.000, 968.000
"2013/10/01 16:35:41", 0.315, 1414.000, 968.000
"2013/10/01 16:35:45", 0.305, 1386.000, 963.000
"2013/10/01 16:35:49", 0.266, 1349.000, 990.000
"2013/10/01 16:35:52", 0.300, 1389.000, 972.000
"2013/10/01 16:35:56", 0.269, 1343.000, 981.000
"2013/10/01 16:36:00", 0.288, 1360.000, 967.000
"2013/10/01 16:38:45", 0.298, 1339.000, 939.000
"2013/10/01 16:38:48", 0.289, 1352.000, 960.000
"2013/10/01 16:38:52", 0.317, 1369.000, 935.000
"2013/10/01 16:38:55", 0.301, 1355.000, 946.000
"2013/10/01 16:38:59", 0.293, 1385.000, 979.000
"2013/10/01 16:39:03", 0.281, 1348.000, 968.000
"2013/10/01 16:39:06", 0.282, 1317.000, 945.000
"2013/10/01 16:39:10", 0.298, 1342.000, 941.000
"2013/10/01 16:39:14", 0.293, 1353.000, 956.000
"2013/10/01 16:39:17", 0.288, 1353.000, 963.000
"2013/10/01 16:39:21", 0.305, 1391.000, 966.000
"2013/10/01 16:39:25", 0.294, 1380.000, 974.000
"2013/10/01 16:39:28", 0.291, 1402.000, 993.000
"2013/10/01 16:39:32", 0.306, 1431.000, 992.000
"2013/10/01 16:39:36", 0.281, 1346.000, 967.000
"2013/10/01 16:39:39", 0.273, 1342.000, 975.000
"2013/10/01 16:39:43", 0.276, 1346.000, 974.000
"2013/10/01 16:39:46", 0.271, 1368.000, 997.000
"2013/10/01 16:39:50", 0.286, 1325.000, 946.000
"2013/10/01 16:39:54", 0.275, 1331.000, 964.000
"2013/10/01 16:39:57", 0.297, 1364.000, 958.000
"2013/10/01 16:41:43", 0.319, 1375.000, 936.000
"2013/10/01 16:41:47", 0.265, 1313.000, 965.000
"2013/10/01 16:41:50", 0.294, 1397.000, 986.000
"2013/10/01 16:41:54", 0.293, 1385.000, 978.000
"2013/10/01 16:41:58", 0.295, 1362.000, 960.000
"2013/10/01 16:44:41", 0.294, 1351.000, 953.000
"2013/10/01 16:44:45", 0.273, 1382.000, 1004.000
"2013/10/01 16:44:49", 0.342, 1406.000, 924.000
"2013/10/01 16:44:52", 0.360, 1461.000, 934.000
"2013/10/01 16:44:56", 0.314, 1363.000, 934.000
"2013/10/01 16:45:00", 0.306, 1417.000, 982.000
"2013/10/01 16:47:45", 0.286, 1346.000, 961.000
"2013/10/01 16:47:48", 0.268, 1331.000, 973.000
"2013/10/01 16:47:52", 0.268, 1326.000, 970.000
"2013/10/01 16:47:56", 0.336, 1380.000, 916.000
"2013/10/01 16:47:59", 0.309, 1392.000, 961.000
"2013/10/01 16:50:43", 0.337, 1434.000, 950.000
"2013/10/01 16:50:47", 0.279, 1342.000, 967.000
"2013/10/01 16:50:50", 0.293, 1347.000, 952.000
"2013/10/01 16:50:54", 0.302, 1354.000, 944.000
"2013/10/01 16:50:58", 0.265, 1328.000, 976.000
"2013/10/01 16:53:42", 0.328, 1359.000, 912.000
"2013/10/01 16:53:45", 0.292, 1393.000, 986.000
"2013/10/01 16:53:49", 0.301, 1370.000, 957.000
"2013/10/01 16:53:53", 0.311, 1375.000, 947.000
"2013/10/01 16:53:56", 0.309, 1342.000, 926.000
"2013/10/01 16:54:00", 0.312, 1360.000, 935.000
"2013/10/01 16:56:45", 0.288, 1362.000, 969.000
"2013/10/01 16:56:48", 0.289, 1338.000, 951.000
"2013/10/01 16:56:52", 0.325, 1394.000, 940.000
"2013/10/01 16:56:56", 0.328, 1401.000, 941.000
"2013/10/01 16:56:59", 0.300, 1358.000, 950.000
"2013/10/01 16:59:43", 0.334, 1394.000, 928.000
"2013/10/01 16:59:47", 0.302, 1365.000, 952.000
"2013/10/01 16:59:51", 0.304, 1351.000, 939.000
"2013/10/01 16:59:54", 0.266, 1315.000, 965.000
"2013/10/01 16:59:58", 0.292, 1347.000, 953.000
"2013/10/01 17:02:42", 0.327, 1394.000, 938.000
"2013/10/01 17:02:45", 0.252, 1297.000, 969.000
"2013/10/01 17:02:49", 0.320, 1449.000, 984.000
"2013/10/01 17:02:53", 0.293, 1359.000, 960.000
"2013/10/01 17:02:56", 0.279, 1346.000, 970.000
"2013/10/01 17:03:00", 0.310, 1390.000, 959.000
"2013/10/01 17:05:44", 0.294, 1390.000, 981.000
"2013/10/01 17:05:48", 0.297, 1366.000, 959.000
"2013/10/01 17:05:51", 0.319, 1368.000, 931.000
"2013/10/01 17:05:55", 0.297, 1330.000, 934.000
"2013/10/01 17:05:59", 0.275, 1388.000, 1006.000
"2013/10/01 17:08:43", 0.279, 1320.000, 951.000
"2013/10/01 17:08:47", 0.246, 1310.000, 987.000
"2013/10/01 17:08:51", 0.313, 1340.000, 920.000
"2013/10/01 17:08:54", 0.300, 1370.000, 959.000
"2013/10/01 17:08:58", 0.295, 1367.000, 963.000
"2013/10/01 17:11:42", 0.325, 1386.000, 935.000
"2013/10/01 17:11:46", 0.285, 1344.000, 960.000
"2013/10/01 17:11:49", 0.273, 1327.000, 964.000
"2013/10/01 17:11:53", 0.304, 1368.000, 952.000
"2013/10/01 17:11:56", 0.307, 1342.000, 930.000
"2013/10/01 17:12:00", 0.276, 1332.000, 964.000
"2013/10/01 17:14:40", 0.267, 1307.000, 958.000
"2013/10/01 17:14:44", 0.299, 1369.000, 959.000
"2013/10/01 17:14:48", 0.309, 1384.000, 955.000
"2013/10/01 17:14:51", 0.330, 1408.000, 942.000
